"","ID","State","Country","Address","IRR","Capex_Payback","Capex_Asset","Capex_life","PPA.Savings...on.Rate","PPA","PPA..Lifetime.Benefit","Battery","Solar","CHP","Fuel_Cell","NPV_estimated_capex","NPV_estimated_PPA","X","X.1","X.2","synthetic_total","ntile"
"113","02719-HSTN - BUNKER HILL","TX","US","9666 OLD KATY RD, HOUSTON, TX, 77055",0.027,22.3,820800,893877.2931,"0.15",9825.754786,"226549.9352",42.5,150,37.5,37.5,-363729.928,115842.7404,NA,NA,NA,626.25,2
"114","09179-WICHITA - MAIZE RD (OPEN","KS","US","2441 N MAIZE RD STE 2201, WICHITA, KS, 67205",0.121,8,379350,898467.312,"0.15",7754.882585,"179017.2296",20,67.5,17.5,17.5,80067.10585,91537.6402,NA,NA,NA,290,2
"115","EASTON MD","MD","US","28592 MARLBORO AVE, EASTON, MD, 45236",0.138,7,333450,901013.2946,"0.15",7387.400046,"170329.0954",17.5,62.5,15,15,127268.9539,87095.09965,NA,NA,NA,253.75,2
"116","09912-HSTN - PASADENA","TX","US","5730 FAIRMONT PKWY, PASADENA, TX, 77505",0.036,19.7,766800,901167.1781,"0.15",9604.024677,"221519.6499",40,140,35,35,-306002.3602,113270.5832,NA,NA,NA,585,2
"117","07754-BOS - WAREHAM","MA","US","2421 CRANBERRY HWY UNIT 202, WAREHAM, MA, 2571",0.376,2.1,114750,906151.293,"0.15",6258.691895,"142071.3468",15,37.5,5,0,348596.1885,72645.94505,NA,NA,NA,85,2
"118","01541-RICHMOND - VIRGINIA CENT","VA","US","9910 BROOK RD, GLEN ALLEN, VA, 23059",0.035,20,774900,906400.9761,"0.15",10042.44887,"231826.583",40,145,35,35,-311426.14,118540.8711,NA,NA,NA,590,2
"119","09824-PALM BEACH - BOCA RATON","FL","US","8903 GLADES RD STE C1, BOCA RATON, FL, 33434",0.089,11.2,487350,906517.8184,"0.15",8257.935328,"190602.0375",25,87.5,22.5,22.5,-23816.39457,97461.34918,NA,NA,NA,372.5,2
"120","08743-CORVALLIS","OR","US","1550 NW 9TH ST STE 106, CORVALLIS, OR, 97330",0.06,15.2,608850,906662.3318,"0.15",9237.865972,"213901.7961",32.5,112.5,27.5,27.5,-145242.4999,109375.3137,NA,NA,NA,463.75,2
"121","09204-PENSACOLA","FL","US","4721 BAYOU BLVD, PENSACOLA, FL, 32503",0.047,17.2,699300,912035.2891,"0.15",13707.88304,"316316.4809",35,125,32.5,32.5,-232945.1228,161743.4493,NA,NA,NA,535,2
"122","02020-DFW - ROCKWALL","TX","US","2717 MARKET CENTER DRIVE, ROCKWALL, TX, 75032",0.036,19.6,774900,915868.687,"0.15",9891.811619,"228100.5327",40,145,35,35,-306584.9752,116635.614,NA,NA,NA,590,2
"123","01157 HSTN - ROSENBERG (OPEN 8","TX","US","23701 BRAZOS TOWN CROSSING, ROSENBERG, TX, 77469",0.014,25.7,936900,916285.3201,"0.15",10487.34766,"241767.9943",47.5,175,42.5,42.5,-468371.9364,123624.2552,NA,NA,NA,713.75,2
"124","08760-WEATHERFORD","TX","US","225 ADAMS DRIVE, WEATHERFORD, TX, 76086",0.066,14,599400,920088.2883,"0.15",9089.264987,"209651.6894",30,110,27.5,27.5,-128927.3485,107202.0886,NA,NA,NA,457.5,2
"125","09171-FORT SMITH (RELO 6202 3/","AR","US","4155 PHOENIX AVENUE, FORT SMITH, AR, 72903",0.039,18.9,761400,922654.3352,"0.15",9690.627103,"223807.708",37.5,140,35,35,-289615.2409,114440.5457,NA,NA,NA,581.25,2
"126","01302 - AUS - CEDAR PARK","TX","US","5001 183A TOLL RD, CEDAR PARK, TX, 78613",0.068,13.8,599400,930562.2504,"0.15",9156.6912,"211224.0877",30,110,27.5,27.5,-123571.653,108006.1097,NA,NA,NA,457.5,2
"127","09902-YORK","PA","US","2700 PLEASANT VALLEY RD, YORK, PA, 17402",0.044,18,747900,950445.5173,"0.15",10751.65405,"248487.5294",35,135,35,35,-261904.6578,127060.1836,NA,NA,NA,572.5,2
"128","09876-COLUMBUS - EASTON","OH","US","3680 EASTON MARKET, COLUMBUS, OH, 43219",0.073,13.1,581850,951041.1715,"0.15",9382.044225,"216951.7676",27.5,102.5,27.5,27.5,-95550.07933,110934.8686,NA,NA,NA,446.25,2
"129","08831-SPRINGFIELD","OR","US","3318 GATEWAY ST, SPRINGFIELD, OR, 97477",-0.027,31,1390500,954652.4011,"0.15",14395.63639,"332680.9949",70,265,62.5,62.5,-902353.534,170111.1858,NA,NA,NA,1057.5,2
"130","09178-BOS - NATICK (OPEN 2/7/1","MA","US","1398 WORCESTER RD, NATICK, MA, 1760",0.424,1.8,106380,962062.0526,"0.15",6492.8119,"147199.4042",15,35,4,0,385555.2746,75268.09639,NA,NA,NA,77.5,2
"131","02720-MERIDEN","CT","US","533 S BROAD ST STE E2, MERIDEN, CT, 6450",0.591,1.2,72090,969420.6427,"0.15",6534.241441,"148317.3106",10.5,22.5,3,0,423607.9737,75839.72025,NA,NA,NA,53.25,2
"132","02722-DFW - BURLESON","TX","US","1151 N BURLESON BLVD, BURLESON, TX, 76028",0.031,21.3,861300,972223.6947,"0.15",10828.60309,"249946.3678",42.5,155,40,40,-364168.7298,127806.1376,NA,NA,NA,658.75,2
"133","GRAND PRAIRIE","TX","US","3166 S HWY 161 STE 140, GRAND PRAIRIE, TX, 75050",0.045,17.7,761400,972620.7607,"0.15",10262.6722,"236817.1609",37.5,140,35,35,-264065.6964,121092.7245,NA,NA,NA,581.25,2
"134","09906-PITT - WASHINGTON","PA","US","339 WASHINGTON RD, WASHINGTON, PA, 15301",0.037,19.5,820800,977638.9522,"0.15",11258.22755,"260179.5894",42.5,150,37.5,37.5,-320899.7232,133038.7343,NA,NA,NA,626.25,2
"135","02735-WAUSAU","WI","US","3707 RIB MOUNTAIN DR, WAUSAU, WI, 54401",0.055,16,711450,997216.6103,"0.15",10533.11568,"243838.0542",35,132.5,32.5,32.5,-201538.9961,124682.7477,NA,NA,NA,542.5,2
"136","03722-SCRANTON","PA","US","1150 COMMERCE BLVD, DICKSON CITY, PA, 18519",0.046,17.6,774900,998758.2989,"0.15",10311.43805,"238253.6818",40,145,35,35,-264200.6779,121827.2668,NA,NA,NA,590,2
"137","06500-CAROLINA ART & FRAME MOU","NC","US","1060 INDUSTRIAL PARK DR, KERNERSVILLE, NC, 27284",0.066,14.1,653400,1004459.279,"0.15",9680.185645,"223527.8542",32.5,120,30,30,-139785.5715,114297.4469,NA,NA,NA,498.75,2
"138","09926-WILKES-BARRE","PA","US","485 ARENA HUB PLAZA, WILKES-BARRE, PA, 18702",0.047,17.4,774900,1008342.483,"0.15",10372.74268,"239670.1721",40,145,35,35,-259299.9562,122551.5668,NA,NA,NA,590,2
"139","03862-BUFF - CHEEKTOWAGA","NY","US","1740 WALDEN AVE STE 200, CHEEKTOWAGA, NY, 14225",0.176,5.2,302940,1017220.364,"0.15",7352.711728,"167785.3473",40,95,14.5,0,217199.6082,85794.39408,NA,NA,NA,227.5,2
"140","06761-ATL - ACWORTH","GA","US","3335 COBB PKWY N STE 500, ACWORTH, GA, 30101",0.125,7.6,419850,1022093.934,"0.15",7444.25834,"169277.1234",55,132.5,20,0,102781.6316,86557.19029,NA,NA,NA,315,2
"141","09929-COLUMBUS","GA","US","1591 BRADLEY PARK DR STE C, COLUMBUS, GA, 31904",0.124,7.8,419850,1024334.447,"0.15",8769.206143,"202426.6207",20,72.5,20,20,103927.2822,103507.6635,NA,NA,NA,322.5,2
"142","DFW MESQUITE TX","TX","US","1655 N TOWN EAST BLVD, MESQUITE, TX, 75150",0.03,21.5,915300,1026332.921,"0.15",11468.65722,"264590.6789",45,165,42.5,42.5,-390500.8295,135294.2754,NA,NA,NA,700,2
"143","08503-PORT - OREGON CITY","OR","US","1900 MCLOUGHLIN BLVD STE 90, OREGON CITY, OR, 97045",0.059,15.3,699300,1034386.912,"0.15",10696.08234,"247737.4511",35,125,32.5,32.5,-170382.548,126676.6429,NA,NA,NA,535,2
"144","08724-HSTN - BAYTOWN","TX","US","6614 GARTH RD, BAYTOWN, TX, 77521",0.05,16.7,774900,1034809.778,"0.15",10440.00816,"240668.6177",40,145,35,35,-245766.3221,123062.1063,NA,NA,NA,590,2
"145","02710-STATE COLLEGE","PA","US","44 COLONNADE WAY, STATE COLLEGE, PA, 16803",0.043,18.1,820800,1035827.469,"0.15",11626.76323,"268753.4445",42.5,150,37.5,37.5,-291145.942,137422.84,NA,NA,NA,626.25,2
"146","09403-S. BEND - MISHAWAKA","IN","US","6502 GRAPE RD ROOM 730, MISHAWAKA, IN, 46545",0.109,8.6,480600,1039765.71,"0.15",7698.678839,"174975.8003",65,150,22.5,0,51067.81555,89471.11897,NA,NA,NA,360,2
"147","05725-PORT - JANTZEN BEACH","OR","US","1798 JANTZEN BEACH CENTER, PORTLAND, OR, 97217",0.06,15.2,699300,1041489.447,"0.15",10738.48504,"248719.5619",35,125,32.5,32.5,-166750.7786,127178.8298,NA,NA,NA,535,2
"148","01198 - BONITA SPRINGS/ESTERO","FL","US","8018 MEDITERRANEAN DR, ESTERO, FL, 33928",0.085,11.6,581850,1048067.399,"0.15",9709.935501,"224159.3948",27.5,102.5,27.5,27.5,-45937.24636,114620.3752,NA,NA,NA,446.25,2
"149","03734-BOZEMAN","MT","US","2855 N 19TH AVE STE B, BOZEMAN, MT, 59718",0.061,15,699300,1056681.954,"0.15",10833.89113,"250929.3113",35,125,32.5,32.5,-158982.3296,128308.7503,NA,NA,NA,535,2
"150","01544-READING","PA","US","2763 PAPERMILL RD, WYOMISSING, PA, 19610",0.054,16.1,766800,1063285.765,"0.15",10584.8241,"244512.6131",40,140,35,35,-223105.5749,125027.6727,NA,NA,NA,585,2
"151","01043-GAINESVILLE (OPEN SEPT 2","GA","US","983 DAWSONVILLE HWY NW STE A, GAINESVILLE, GA, 30501",0.124,7.8,437400,1067955.115,"0.15",9041.442749,"208603.0232",22.5,80,20,20,108682.024,106665.8696,NA,NA,NA,333.75,2
"152","05112 - LINCOLN NE","NE","US","3022 PINE LAKE RD, LINCOLN, NE, 68516",0.056,15.8,766800,1077182.109,"0.15",10552.89817,"243559.9655",40,140,35,35,-215999.8983,124540.5514,NA,NA,NA,585,2
"153","09812-MISSOULA","MT","US","2850 N RESERVE ST, MISSOULA, MT, 59808",0.062,14.9,711450,1077971.996,"0.15",10952.71886,"253551.7255",35,132.5,32.5,32.5,-160246.002,129649.6804,NA,NA,NA,542.5,2
"154","09514-LA CROSSE","WI","US","9386 STATE RD 16, ONALASKA, WI, 54650",0.11,8.9,487350,1079151.718,"0.15",9392.353245,"217032.8168",25,87.5,22.5,22.5,64457.23028,110976.3118,NA,NA,NA,372.5,2
"155","09973-SPOKANE - SPOKANE VALLEY","WA","US","15521 E BROADWAY AVE, VERADALE, WA, 99037",0.044,18,861300,1084835.979,"0.15",11720.77312,"271058.1709",42.5,155,40,40,-306586.2122,138601.3255,NA,NA,NA,658.75,2
"156","09046 - PHI-COLLEGEVILLE (OPEN","PA","US","PROVIDENCE TOWN CENTER, COLLEGEVILLE, PA, 19426",0.067,13.9,699300,1088878.881,"0.15",11722.60023,"270908.5664",35,125,32.5,32.5,-142518.9379,138524.8276,NA,NA,NA,535,2
"157","02018-SEA - PUYALLUP","WA","US","4621 S MERIDIAN ST STE A905, PUYALLUP, WA, 98373",0.067,14,711450,1090407.599,"0.15",10500.83851,"243090.8488",35,132.5,32.5,32.5,-153887.2523,124300.6759,NA,NA,NA,542.5,2
"158","08838-DFW - DALLAS/BELTLINE RD","TX","US","5301 S BELTLINE RD STE 101, DALLAS, TX, 75254",0.034,20,950400,1105041.444,"0.15",11963.14726,"275751.9858",50,180,42.5,42.5,-385354.4662,141001.4338,NA,NA,NA,722.5,2
"159","95917-RIDGEPOINTE","TX","US","8001 RIDGEPOINTE DR, IRVING, TX, 75063",-0.017,31,1444500,1106811.602,"0.15",14465.3392,"333495.8478",72.5,275,65,65,-878549.3234,170527.848,NA,NA,NA,1098.75,2
"160","09050-MARTINSBURG","WV","US","222 RETAIL COMMONS PKWY, MARTINSBURG, WV, 25403",0.062,14.8,747900,1108656.052,"0.15",11676.816,"269878.8413",35,135,35,35,-181006.1933,137998.2939,NA,NA,NA,572.5,2
"161","09814-RICHMOND - MIDLOTHIAN","VA","US","11607 MIDLOTHIAN TPKE, MIDLOTHIAN, VA, 23113",0.091,10.9,581850,1109578.576,"0.15",10421.60734,"240842.8717",27.5,102.5,27.5,27.5,-14484.47529,123151.2083,NA,NA,NA,446.25,2
"162","05096 NASH-HENDERSONVILLE","TN","US","217 INDIAN LAKE BLVD, HENDERSONVILLE, TN, 37075",0.105,9.2,537300,1118862.353,"0.15",10912.90344,"252191.7863",27.5,95,25,25,34812.63815,128954.297,NA,NA,NA,411.25,2
"163","05736-WINCHESTER","VA","US","2540 S PLEASANT VALLEY RD, WINCHESTER, VA, 22601",0.085,11.6,616950,1118953.107,"0.15",10759.6601,"248024.6196",32.5,117.5,27.5,27.5,-44790.9564,126823.4819,NA,NA,NA,468.75,2
"164","03732-MANAHAWKIN","NJ","US","601 WASHINGTON AVE STE K, STAFFORD TOWNSHIP, NJ, 8050",0.138,7,415800,1126567.863,"0.15",11059.09219,"255706.2182",20,70,20,20,160252.7293,130751.3463,NA,NA,NA,320,2
"165","06729-DFW - MANSFIELD","TX","US","2041 N HIGHWAY 287, MANSFIELD, TX, 76063",0.027,22.2,1031400,1129900.658,"0.15",12687.56667,"292705.4684",50,190,47.5,47.5,-453643.0987,149670.3301,NA,NA,NA,787.5,2
"166","01232 RAL WAKE FOREST","NC","US","12626 CAPITAL BLVD, WAKE FOREST, NC, 27587",0.091,10.9,599400,1134532.731,"0.15",10585.94054,"244469.5523",30,110,27.5,27.5,-19274.5609,125005.6543,NA,NA,NA,457.5,2
"167","05110 MARKET SQUARE","FL","US","13741 S TAMIAMI TRAIL, FT MYERS, FL, 33912",0.082,12,649350,1140161.855,"0.15",10570.30774,"243884.6869",32.5,117.5,30,30,-66346.19725,124706.5926,NA,NA,NA,496.25,2
"168","01534-GREAT FALLS","MT","US","1601 MARKET PLACE DR STE 25, GREAT FALLS, MT, 59404",0.091,11.1,581850,1141856.497,"0.15",9171.777863,"212503.8571",27.5,102.5,27.5,27.5,2020.331503,108660.4996,NA,NA,NA,446.25,2
"169","01268 DFW-FRISCO","TX","US","5255 ELDORADO PKWY, FRISCO, TX, 75033",0.074,12.9,699300,1148706.608,"0.15",11146.26396,"257281.2242",35,125,32.5,32.5,-111926.9724,131556.7009,NA,NA,NA,535,2
"170","02858-CHLT - MATTHEWS","NC","US","10510 NORTHEAST PKWY, MATTHEWS, NC, 28105",0.049,16.9,869400,1157490.707,"0.15",11755.87579,"271097.0345",42.5,160,40,40,-277535.3616,138621.1978,NA,NA,NA,663.75,2
"171","09887-PORT - BEAVERTON/EVERGRE","OR","US","18069 NW EVERGREEN PKWY, BEAVERTON, OR, 97006",0.071,13.5,703350,1159595.225,"0.15",11438.12967,"264924.3903",35,127.5,32.5,32.5,-110409.2494,135464.9134,NA,NA,NA,537.5,2
"172","01166 COLUMBUS-GRACELAND (OPEN","OH","US","90 GRACELAND BLVD, COLUMBUS, OH, 43214",0.063,14.5,774900,1162519.467,"0.15",11622.77753,"268415.793",40,145,35,35,-180463.9844,137250.1872,NA,NA,NA,590,2
"173","07785-TEMPLE","TX","US","3550 S GENERAL BRUCE DR STE A1, TEMPLE, TX, 76504",0.024,23,1090800,1163229.72,"0.15",13196.30701,"304343.243",55,200,50,50,-496000.808,155621.1228,NA,NA,NA,832.5,2
"174","04818-FARGO","ND","US","1638 13TH AVE UNIT B WEST, FARGO, ND, 58078",0.059,15.3,820800,1183635.991,"0.15",11599.28118,"268473.7859",42.5,150,37.5,37.5,-215566.3824,137279.841,NA,NA,NA,626.25,2
"175","06718-LONGMONT","CO","US","205 KEN PRATT BLVD STE 200, LONGMONT, CO, 80501",0.077,12.5,703350,1188725.522,"0.15",11290.37361,"260477.3854",35,127.5,32.5,32.5,-95513.93123,133191.0075,NA,NA,NA,537.5,2
"176","06745-JAX - DUVAL RD","FL","US","13281 CITY STATION DR, JACKSONVILLE, FL, 32218",0.076,12.6,711450,1189860.329,"0.15",13352.80952,"307934.5001",35,132.5,32.5,32.5,-103033.6655,157457.4555,NA,NA,NA,542.5,2
"177","04743-COLUMBUS - HILLIARD","OH","US","1830 HILLIARD ROME RD, HILLIARD, OH, 43026",0.068,13.8,761400,1191304.638,"0.15",11808.5025,"272847.0196",37.5,140,35,35,-152245.1409,139516.0251,NA,NA,NA,581.25,2
"178","01585-ANDERSON","SC","US","3521 CLEMSON BLVD, ANDERSON, SC, 29621",0.055,15.9,861300,1199312.011,"0.15",12831.2148,"296041.1862",42.5,155,40,40,-248050.6967,151375.9968,NA,NA,NA,658.75,2
"179","02113-COL - HARBISON","SC","US","244 HARBISON BLVD, COLUMBIA, SC, 29212",0.057,15.5,861300,1221682.128,"0.15",13110.15425,"302476.8641",42.5,155,40,40,-236612.0897,154666.7794,NA,NA,NA,658.75,2
"180","09972-PHX - CHANDLER","AZ","US","285 N FEDERAL ST, CHANDLER, AZ, 85226",0.119,8.1,515700,1225054.136,"0.15",10226.15082,"233984.1781",42.5,155,40,0,110712.1334,119644.1233,NA,NA,NA,418.75,2
"181","01552-VEGAS - SILVERADO","NV","US","9881 S EASTERN AVE, LAS VEGAS, NV, 89123",0.08,12.1,711450,1227887.351,"0.15",11610.38188,"267392.6187",35,132.5,32.5,32.5,-83589.14656,136727.0031,NA,NA,NA,542.5,2
"182","05027 - NORMAL (RELO FROM 0952","IL","US","200 GREENBRIAR DR. STE A, NORMAL, IL, 61761",0.151,6.2,429300,1232892.77,"0.15",8836.3992,"201204.5463",57.5,135,20,0,201120.2956,102882.775,NA,NA,NA,321.25,2
"183","09905-GREENVILLE","NC","US","600 SE GREENVILLE BLVD STE F, GREENVILLE, NC, 27858",0.1,9.7,616950,1252976.207,"0.15",11015.4089,"254095.9117",32.5,117.5,27.5,27.5,23739.64437,129927.9415,NA,NA,NA,468.75,2
"184","01565- WASHINGTON - WASHINGTON","MO","US","2094 WASHINGTON CROSSING, WASHINGTON, MO, 63090",0.094,10.4,649350,1253135.501,"0.15",11483.34896,"264942.9886",32.5,117.5,30,30,-8578.903287,135474.4234,NA,NA,NA,496.25,2
"185","01681-CORPUS CHRISTI","TX","US","4717-E S PADRE ISLAND DR, CORPUS CHRISTI, TX, 78411",0.061,14.8,861300,1266399.396,"0.15",11098.85399,"256072.2388",42.5,155,40,40,-213746.6191,130938.5053,NA,NA,NA,658.75,2
"186","02106-QUAD - DAVENPORT","IA","US","4010 E 53RD ST, DAVENPORT, IA, 52807",0.073,13,774900,1267686.366,"0.15",12155.81228,"280222.2464",40,145,35,35,-126688.5474,143287.2312,NA,NA,NA,590,2
"187","02110-ORL - OCOEE","FL","US","9649 W COLONIAL DR, OCOEE, FL, 34761",0.092,10.6,666900,1276620.253,"0.15",12776.8619,"294755.2282",35,125,30,30,-14120.34519,150718.4424,NA,NA,NA,507.5,2
"188","01311 MIA SOUTH BEACH","FL","null","1824 ALTON RD, MIAMI BEACH, FL, 33139",0.051,16.9,766800,1277027.963,"0.15",14020.91837,"323453.6962",40,140,35,35,-113811.8689,165392.952,NA,NA,NA,585,2
"189","09547-FT LAUD - CORAL SPRINGS","FL","US","2075 N UNIVERSITY DR, CORAL SPRINGS, FL, 33071",0.042,18.2,1023300,1278917.935,"0.15",16560.08232,"382100.4248",50,185,47.5,47.5,-369345.4614,195381.0327,NA,NA,NA,782.5,2
"190","04740-DESTIN","FL","US","34940 EMERALD COAST PKWY UNIT, DESTIN, FL, 35241",0.106,9.1,599400,1281884.106,"0.15",11511.84902,"265552.2345",30,110,27.5,27.5,56071.24303,135785.9517,NA,NA,NA,457.5,2
"191","04822-BELLINGHAM","WA","US","4383 MERIDIAN ST, BELLINGHAM, WA, 98226",0.062,14.7,869400,1282683.747,"0.15",13771.80946,"318802.895",42.5,160,40,40,-213519.8728,163014.838,NA,NA,NA,663.75,2
"192","01300 LAKE WORTH","TX","US","6600 LAKE WORTH BLVD, LAKE WORTH, TX, 76135",0.042,18.3,1031400,1284332.233,"0.15",13707.77187,"316074.9675",50,190,47.5,47.5,-374676.9454,161619.9553,NA,NA,NA,787.5,2
"193","04742-ORL - WINTER PARK","FL","US","501 N ORLANDO AVE SUITE 135, WINTER PARK, FL, 32789",0.063,14.6,861300,1285446.191,"0.15",15281.06278,"352754.4139",42.5,155,40,40,-204007.3406,180375.4124,NA,NA,NA,658.75,2
"194","09199 - CIN - WESTERN HILLS (O","OH","US","6030 GLENWAY AVE, CINCINNATI, OH, 45211",0.063,14.5,861300,1286365.359,"0.15",13565.26599,"312977.1808",42.5,155,40,40,-203537.3385,160035.9509,NA,NA,NA,658.75,2
"195","01280 TAMIAMI CROSSING","FL","US","13100 TAMIAMI TRAIL E STE 105, NAPLES, FL, 34114",0.097,10,649350,1288723.12,"0.15",11527.24507,"265963.7377",32.5,117.5,30,30,9618.265172,135996.3674,NA,NA,NA,496.25,2
"196","02864-PHX - SCOTTSDALE","AZ","US","8979 E INDIAN BEND RD, SCOTTSDALE, AZ, 85250",0.071,13.2,807300,1290775.477,"0.15",13864.11118,"319829.4206",40,145,37.5,37.5,-147282.2944,163539.7357,NA,NA,NA,617.5,2
"197","01164 - FT. OGLETHORPE (OPEN 2","GA","US","2025 BATTLEFIELD PKWY, FORT OGLETHORPE, GA, 30742",0.107,9,599400,1291513.486,"0.15",11288.51509,"260400.4275",30,110,27.5,27.5,60995.07518,133151.6563,NA,NA,NA,457.5,2
"198","09039-TULSA - W 71ST STREET (O","OK","US","7424 S OLYMPIA AVE, TULSA, OK, 74133",0.081,11.9,747900,1299869.522,"0.15",12216.35136,"282069.6247",35,135,35,35,-83232.19782,144231.8589,NA,NA,NA,572.5,2
"199","06756-PHI - PLYMOUTH MEETING","PA","US","104 ALLAN WOOD DR, CONSHOHOCKEN, PA, 19428",0.076,12.6,774900,1304037.568,"0.15",13458.68149,"310737.1129",40,145,35,35,-108100.933,158890.5274,NA,NA,NA,590,2
"200","03738-MPHS - POPLAR","TN","US","851 S WHITE STATION RD, MEMPHIS, TN, 38117",0.091,10.9,699300,1304252.643,"0.15",11903.4199,"274908.3593",35,125,32.5,32.5,-32390.95774,140570.0587,NA,NA,NA,535,2
"201","01312 PHI MEDIA/GRANITE RUN","PA","US","1103 W BALTIMORE PIKE STE A, MEDIA, PA, 19063",0.107,9.1,608850,1310562.112,"0.15",12401.83987,"286513.398",32.5,112.5,27.5,27.5,61285.28986,146504.1124,NA,NA,NA,463.75,2
"202","04716-WILMINGTON","NC","US","6881 MONUMENT DR, WILMINGTON, NC, 28405",0.065,14.2,861300,1312695.413,"0.15",12742.15797,"294333.8536",42.5,155,40,40,-190073.8805,150502.9792,NA,NA,NA,658.75,2
"203","03758-CARSON CITY","NV","US","911 TOPSY LN STE 112, CARSON CITY, NV, 89705",0.072,13.1,820800,1323387.388,"0.15",12777.69828,"294612.1475",42.5,150,37.5,37.5,-144106.7074,150645.2804,NA,NA,NA,626.25,2
"204","06803-OKC - S. PENN","OK","US","1441 W I-240 SERVICE RD, OKLAHOMA CITY, OK, 73159",0.081,12,766800,1323775.797,"0.15",12386.16043,"285711.9648",40,140,35,35,-89908.10036,146094.3122,NA,NA,NA,585,2
"205","09873-RAL - CAPITAL","NC","US","5240 CAPITAL BLVD, RALEIGH, NC, 27616",0.043,18.2,1058400,1326763.253,"0.15",14199.86691,"327694.3649",55,200,47.5,47.5,-379980.5121,167561.3511,NA,NA,NA,805,2
"206","01079 BIRM-BESSEMER (OPEN 10/1","AL","US","4817 PROMENADE PKWY, BESSEMER, AL, 35022",0.109,8.8,616950,1330462.053,"0.15",14394.68041,"331816.7208",32.5,117.5,27.5,27.5,63360.81104,169669.2529,NA,NA,NA,468.75,2
"207","04726-PHI - ROOSEVELT","PA","US","9739 ROOSEVELT BLVD, PHILADELPHIA, PA, 19114",0.066,14,861300,1331601.207,"0.15",15831.61301,"365693.0525",42.5,155,40,40,-180406.7005,186991.3814,NA,NA,NA,658.75,2
"208","05748-PHI - POTTSTOWN","PA","US","1122 TOWN SQUARE RD STE 12, POTTSTOWN, PA, 19465",0.09,11,711450,1336314.301,"0.15",13293.97522,"307045.9398",35,132.5,32.5,32.5,-28146.73401,157003.1042,NA,NA,NA,542.5,2
"209","07801-PHX - TEMPE","AZ","US","55 S MCCLINTOCK DR STE 125, TEMPE, AZ, 85281",0.08,12,774900,1336473.376,"0.15",13792.42545,"317950.3231",40,145,35,35,-91515.39329,162578.8888,NA,NA,NA,590,2
"210","02022-NAPLES","FL","US","2253 PINE RIDGE RD STE B, NAPLES, FL, 34109",0.067,13.9,861300,1337794.842,"0.15",12921.48071,"298132.7429",42.5,155,40,40,-177239.6829,152445.4814,NA,NA,NA,658.75,2
"211","09983-BEND","OR","US","63485 N HWY 97, BEND, OR, 97701",0.087,11.5,711450,1341207.084,"0.15",12244.43933,"282523.7759",35,132.5,32.5,32.5,-25644.88644,144464.082,NA,NA,NA,542.5,2
"212","07720-CHAMBERSBURG","PA","US","967 NORLAND AVE, CHAMBERSBURG, PA, 17201",0.082,11.9,761400,1344285.952,"0.15",12316.04687,"284488.0074",37.5,140,35,35,-74020.55586,145468.4609,NA,NA,NA,581.25,2
"213","01069 HSTN - CYPRESS (OPEN 7/1","TX","US","25715 NORTHWEST FWY, CYPRESS, TX, 77429",0.032,21,1185300,1351284.96,"0.15",14620.65768,"337266.2334",57.5,215,55,55,-494341.7232,172455.7753,NA,NA,NA,906.25,2
"214","08807-CHARLOTTESVILLE","VA","US","1035 EMMET ST N, CHARLOTTESVILLE, VA, 22903",0.067,14,869400,1352546.028,"0.15",13490.06094,"311526.9951",42.5,160,40,40,-177796.8959,159294.4213,NA,NA,NA,663.75,2
"215","04825-PORT - TUALATIN","OR","US","7705 SW NYBERG ST, TUALATIN, OR, 97062",0.065,14.4,869400,1355666.38,"0.15",13652.51564,"316041.3685",42.5,160,40,40,-176201.3531,161602.775,NA,NA,NA,663.75,2
"216","01154 STATESVILLE (OPEN 8/31/2","NC","US","216 TURNERSBURG HWY, STATESVILLE, NC, 28625",0.053,16.2,990900,1356346.608,"0.15",14119.8503,"325558.2128",50,185,45,45,-297353.5293,166469.0634,NA,NA,NA,755,2
"217","01036 - SUMTER (OPEN SEPT 2010","SC","US","1267 BROAD ST, SUMTER, SC, 29150",0.114,8.5,599400,1357805.185,"0.15",12364.57858,"285222.7704",30,110,27.5,27.5,94892.29084,145844.1703,NA,NA,NA,457.5,2
"218","08794-S.ANT - SAN ANTONIO/CULE","TX","US","5347 W LOOP 1604 N STE 103, SAN ANTONIO, TX, 78253",0.084,11.6,761400,1358872.265,"0.15",13988.44949,"322648.9673",37.5,140,35,35,-66562.07448,164981.4665,NA,NA,NA,581.25,2
"219","08622- ST. L - LINDBERGH","MO","US","5796 S LINDBERGH, ST. LOUIS, MO, 63123",0.105,9.3,649350,1361079.31,"0.15",12187.98399,"281200.2765",32.5,117.5,30,30,46616.46336,143787.3315,NA,NA,NA,496.25,2
"220","08726-BOS - DANVERS","MA","US","35 INDEPENDENCE WAY, DANVERS, MA, 1923",0.128,7.4,548100,1363866.93,"0.15",10545.77035,"239597.2329",72.5,175,25,0,149291.8687,122514.2705,NA,NA,NA,408.75,2
"221","09546-MIA - FLAGLER","FL","US","8287 W FLAGLER ST, MIAMI, FL, 33144",0.07,13.6,861300,1365174.809,"0.15",13095.10337,"302182.4041",42.5,155,40,40,-163239.3679,154516.2118,NA,NA,NA,658.75,3
